date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:19:36	54553/54553	---MCZ	200	added ('OK')	text/html	etag:W/%222042329324ab4b2a77c72c4b1a00bec3%22	https://learnplus.demo.frontendmatter.com/student-quiz-results.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-quiz-results.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:36	63882/63882	---MCZ	200	added ('OK')	text/html	etag:W/%22aec2554334484b04dcaf91110baf184c%22	https://learnplus.demo.frontendmatter.com/student-forum-thread.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-forum-thread.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:37	4586/4586	---M--	200	added ('OK')	image/jpeg	etag:%221119946069e2c4d4271826e19b8d18ca%22	https://learnplus.demo.frontendmatter.com/assets/images/people/50/guy-1.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/people/50/guy-1.jpg	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:37	4536/4536	---M--	200	added ('OK')	image/jpeg	etag:%22815159b4f89aadd0935ec3fed82ede2c%22	https://learnplus.demo.frontendmatter.com/assets/images/people/50/guy-2.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/people/50/guy-2.jpg	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:37	4738/4738	---M--	200	added ('OK')	image/jpeg	etag:%22306f8c73e84564e20d0745a985c48692%22	https://learnplus.demo.frontendmatter.com/assets/images/people/50/woman-1.jpg	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/images/people/50/woman-1.jpg	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:38	75514/75514	---MCZ	200	added ('OK')	text/html	etag:W/%228deb3e214d5eb9d48ab93577387f7593%22	https://learnplus.demo.frontendmatter.com/instructor-dashboard.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-dashboard.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:38	8931/8931	---MCZ	200	added ('OK')	text/html	etag:W/%22620081e628b72aeb971a33a1008ec52a%22	https://learnplus.demo.frontendmatter.com/guest-signup.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/guest-signup.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:39	5285/5285	---MCZ	200	added ('OK')	text/html	etag:W/%2287a06f94eac251f37f9df5070cf46f41%22	https://learnplus.demo.frontendmatter.com/guest-forgot-password.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/guest-forgot-password.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:39	61089/61089	---MCZ	200	added ('OK')	text/html	etag:W/%223741b9f35dddf1bafe98ad653c7f29bf%22	https://learnplus.demo.frontendmatter.com/student-account-edit-basic.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-account-edit-basic.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:39	61526/61526	---MCZ	200	added ('OK')	text/html	etag:W/%22a12447c6599064248c13461774fee300%22	https://learnplus.demo.frontendmatter.com/student-account-edit-profile.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-account-edit-profile.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:40	55643/55643	---MCZ	200	added ('OK')	text/html	etag:W/%227520c8094e3ce228ef87a8d89e9196d9%22	https://learnplus.demo.frontendmatter.com/student-account-billing-subscription.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-account-billing-subscription.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:40	62420/62420	---MCZ	200	added ('OK')	text/html	etag:W/%22819bfc7a10e1a49b1e6f63345e742d79%22	https://learnplus.demo.frontendmatter.com/student-account-billing-payment-information.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-account-billing-payment-information.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:40	64181/64181	---MCZ	200	added ('OK')	text/html	etag:W/%221594d029f6dcd536c493f876dd01b8db%22	https://learnplus.demo.frontendmatter.com/student-billing.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-billing.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:41	59220/59220	---MCZ	200	added ('OK')	text/html	etag:W/%229764778d126d7780aadfc85adaca840c%22	https://learnplus.demo.frontendmatter.com/student-invoice.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-invoice.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:42	58077/58077	---MCZ	200	added ('OK')	text/html	etag:W/%229aef170fd6b4e7e6e197134d50d04059%22	https://learnplus.demo.frontendmatter.com/instructor-invoice.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-invoice.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:42	64159/64159	---MCZ	200	added ('OK')	text/html	etag:W/%22e1ecdf6ed4906d5c549ff62e86a0291a%22	https://learnplus.demo.frontendmatter.com/instructor-edit-invoice.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-edit-invoice.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:42	72704/72704	---MCZ	200	added ('OK')	text/html	etag:W/%22ea233a528f3cc270de50e3736f11ebfe%22	https://learnplus.demo.frontendmatter.com/student-messages-2.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-messages-2.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:42	57992/57992	---MCZ	200	added ('OK')	text/html	etag:W/%22316064f8a62aa62c3eb16103d83bc7b6%22	https://learnplus.demo.frontendmatter.com/student-browse-courses.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-browse-courses.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:43	61659/61659	---MCZ	200	added ('OK')	text/html	etag:W/%2281862cefc3e33895691375705bd671a7%22	https://learnplus.demo.frontendmatter.com/student-view-course.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-view-course.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:43	53279/53279	---MCZ	200	added ('OK')	text/html	etag:W/%220770b943a1b95d3ed485d26359815440%22	https://learnplus.demo.frontendmatter.com/student-take-quiz.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-take-quiz.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:43	61933/61933	---MCZ	200	added ('OK')	text/html	etag:W/%22ce5e514d1492e1d491d097cb86a442ee%22	https://learnplus.demo.frontendmatter.com/student-forum-ask.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-forum-ask.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:44	57900/57900	---MCZ	200	added ('OK')	text/html	etag:W/%2248f7e46818523f66d41043fcab917477%22	https://learnplus.demo.frontendmatter.com/student-profile-posts.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/student-profile-posts.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:44	56067/56067	---MCZ	200	added ('OK')	text/html	etag:W/%22e501d43e27a8dfb5495e6a4f67e60bcf%22	https://learnplus.demo.frontendmatter.com/instructor-profile.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/instructor-profile.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:44	58205/58205	---MCZ	200	added ('OK')	text/html	etag:W/%22206772e9b453d9efa1d1d5d9d4a6a349%22	https://learnplus.demo.frontendmatter.com/ui-avatars.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-avatars.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:45	69270/69270	---MCZ	200	added ('OK')	text/html	etag:W/%220248e6d81fc997110cb32cd75b2144ca%22	https://learnplus.demo.frontendmatter.com/ui-forms.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-forms.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:45	38270/38270	---MCZ	200	added ('OK')	text/html	etag:W/%22cc22bd5f60347699dd34bc5caa1895eb%22	https://learnplus.demo.frontendmatter.com/ui-loaders.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-loaders.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:45	69138/69138	---MCZ	200	added ('OK')	text/html	etag:W/%225e511f087eb80b45af16f20db125d496%22	https://learnplus.demo.frontendmatter.com/ui-tables.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-tables.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:46	51192/51192	---MCZ	200	added ('OK')	text/html	etag:W/%22c38b652afe6bf3e994aed1ef7c24a19b%22	https://learnplus.demo.frontendmatter.com/ui-cards.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-cards.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:46	39285/39285	---MCZ	200	added ('OK')	text/html	etag:W/%2246e6a267c1680b47b634c75609b73875%22	https://learnplus.demo.frontendmatter.com/ui-tabs.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-tabs.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:47	32230/32230	---MCZ	200	added ('OK')	text/html	etag:W/%22306bafc8cf9d196f9c36f3a4f247f1e3%22	https://learnplus.demo.frontendmatter.com/ui-icons.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-icons.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:47	74752/74752	---MCZ	200	added ('OK')	text/html	etag:W/%224037768bc47df3207a5ddc608415ec17%22	https://learnplus.demo.frontendmatter.com/ui-buttons.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-buttons.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:47	45152/45152	---MCZ	200	added ('OK')	text/html	etag:W/%228d0ed70c16ad6d4973ac923074e4a913%22	https://learnplus.demo.frontendmatter.com/ui-alerts.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-alerts.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:48	33692/33692	---MCZ	200	added ('OK')	text/html	etag:W/%22816a8890de8438f047cc6a8bae398da5%22	https://learnplus.demo.frontendmatter.com/ui-badges.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-badges.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:48	47706/47706	---MCZ	200	added ('OK')	text/html	etag:W/%2205b4649df0f961c6c721408207e827fb%22	https://learnplus.demo.frontendmatter.com/ui-progress.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-progress.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:48	49409/49409	---MCZ	200	added ('OK')	text/html	etag:W/%229c3a0562a5d3061159f331b65a811b65%22	https://learnplus.demo.frontendmatter.com/ui-pagination.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-pagination.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:49	74501/74501	---MCZ	200	added ('OK')	text/html	etag:W/%22ee872fa0d5c0e046a0640dc85193b4dc%22	https://learnplus.demo.frontendmatter.com/ui-charts.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-charts.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:49	61757/61757	---MCZ	200	added ('OK')	text/html	etag:W/%22c66aca44dea09c345774b96927071bff%22	https://learnplus.demo.frontendmatter.com/ui-drag.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-drag.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:49	36070/36070	---MCZ	200	added ('OK')	text/html	etag:W/%22901a8d47832a0c447f23d0107b43a8cf%22	https://learnplus.demo.frontendmatter.com/ui-calendar.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-calendar.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:50	43391/43391	---MCZ	200	added ('OK')	text/html	etag:W/%22448fe2b2aa354470c7d7f0d368e24a13%22	https://learnplus.demo.frontendmatter.com/ui-nestable.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-nestable.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:50	47265/47265	---MCZ	200	added ('OK')	text/html	etag:W/%22c7b19d83488cc78118f834f40d6095bf%22	https://learnplus.demo.frontendmatter.com/ui-tree.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-tree.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:51	40761/40761	---MCZ	200	added ('OK')	text/html	etag:W/%227662fc8a269eec838be798136124811e%22	https://learnplus.demo.frontendmatter.com/ui-maps-vector.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-maps-vector.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:51	45173/45173	---MCZ	200	added ('OK')	text/html	etag:W/%227284f80cfce748bc56719f5ee3cea40b%22	https://learnplus.demo.frontendmatter.com/ui-sweet-alert.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/ui-sweet-alert.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:52	87928/87928	---MCZ	200	added ('OK')	text/html	etag:W/%22b05f26d6836778f57044958f4ac11c78%22	https://learnplus.demo.frontendmatter.com/fixed-student-dashboard.html	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/fixed-student-dashboard.html	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:52	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://learnplus.demo.frontendmatter.com/assets/vendor/jquery.min.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/vendor/jquery.min.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:53	21233/21233	---MCZ	200	added ('OK')	application/javascript	etag:W/%221022eaf388cc780bcfeb6456157adb7d%22	https://learnplus.demo.frontendmatter.com/assets/vendor/popper.min.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/vendor/popper.min.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:54	63240/63240	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f20fa8b102f205141295cdefd6ffe449%22	https://learnplus.demo.frontendmatter.com/assets/vendor/bootstrap.min.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/vendor/bootstrap.min.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:54	19461/19461	---MCZ	200	added ('OK')	application/javascript	etag:W/%224707a5fde2e52a52c114cdad148fcb39%22	https://learnplus.demo.frontendmatter.com/assets/vendor/perfect-scrollbar.min.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/vendor/perfect-scrollbar.min.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:54	42563/42563	---MCZ	200	added ('OK')	application/javascript	etag:W/%22617b60d063e4122ed3b894b88456d37f%22	https://learnplus.demo.frontendmatter.com/assets/vendor/dom-factory.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/vendor/dom-factory.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:55	73078/73078	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f7bb30b725eadc91576e97c71e1ab79%22	https://learnplus.demo.frontendmatter.com/assets/vendor/material-design-kit.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/vendor/material-design-kit.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:56	16319/16319	---MCZ	200	added ('OK')	application/javascript	etag:W/%22508955324ca2671936836b4ec1ea249f%22	https://learnplus.demo.frontendmatter.com/assets/js/app.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/js/app.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:57	931133/931133	---MCZ	200	added ('OK')	application/javascript	etag:W/%22811afd50bb6e88e75db716d802bdb14c%22	https://learnplus.demo.frontendmatter.com/assets/js/hljs.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/js/hljs.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:57	991834/991834	---MCZ	200	added ('OK')	application/javascript	etag:W/%228874d860d114c825210d5763de43f1eb%22	https://learnplus.demo.frontendmatter.com/assets/js/app-settings.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/js/app-settings.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:58	12304/12304	---MCZ	200	added ('OK')	application/javascript	etag:W/%2298158213f50468ba6fc2c4010a381ae6%22	https://learnplus.demo.frontendmatter.com/assets/js/settings.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/js/settings.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
19:19:58	58862/58862	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c158b940513c7dc2ebd901455e9b63d%22	https://learnplus.demo.frontendmatter.com/assets/vendor/moment.min.js	D:/044_KevinS/Semester6/MPPL/ForRio/ForRio/learnplus.demo.frontendmatter.com/assets/vendor/moment.min.js	(from https://learnplus.demo.frontendmatter.com/student-dashboard.html)
